Review,Date,Month,Year,Sentiment Score
"In the past, I've bought lots of CF and SD cards and USB keys. Years ago, I bought brands randomly until I had a failure with a particularly high-priced brand. At the time, these critters were tres chere, so I decided to standardize on WD because I'd never had a failure (except for hard drives, but that's a different topic).Now that the price per gig is less than I used to pay per meg, I still stick with WD because I'm using these cards over long periods of time and don't want to lose the data.I recognize that this is anecdotal and may or may not be in line with what Consumer Reports says or others' experience, but by now, I'm a mindless fan and frequently chant ""Roll WiDe.""Now, if only they would get rid of the anti-shoplifting packaging . . . .",16-12-12,December,2012.0,4
I purchased this card for a new Nokia Lumia 520 smart phone I recently purchased to extend the internal memory of the phone.The card works very well.I'd recommend this card for anyone who wants to extend their internal memory for any devise requiring a microSD.,13-10-13,October,2013.0,5
I purchased this to use with my Samsung tablet. It works perfectly and stores a lot of information. I would buy this product again. SanDisk knows how to make memory cards that last!,30-06-14,June,2014.0,5
"I received the memory card in great condition and packing,.  I am very pleased with it.  I put it in an outdoor camera to video comings and goings of wild life.  Works great",14-03-13,March,2013.0,5
"Is very stable and when i use this product in my samsung galaxy 7, sometimes the tablet don't recongnize the memory but the problem is maybe the tablet not the memory i think",01-08-13,August,2013.0,4
"it is an almost required piece for my Samsung tablet.  it was at a good buy. :-)it is easy to use, and easy to install.",04-01-13,January,2013.0,4
it's a class 10 so it's pretty fast.  I am using it in my HTC EVO LTE 4G phone hoping that it had UHS-1 capability.  It doesnt seem to so it's just a class 10.,27-12-12,December,2012.0,4
"Its like having my own personal cloud, So much storage in such a small item. This came at a great price and was in an easy to open package that made it easy to open and use right away. I ended up using it in my smartphone and when the screen cracked, I was able to back up everything to it and remove the card and put it in my laptop.",21-10-13,October,2013.0,4
It works as Expected. No problems installing or anything. It fits my Samsung S4. It shipped really fast and was in packaging that I could open without the use of something sharp.,31-08-13,August,2013.0,5
I use this in my Galaxy Note 3 and seems to work just fine.  I love having lots of memory and the price was good.,22-04-14,April,2014.0,5
"I use this in my Samsung Galaxy Note II. For the money, it's a fantastic value. I haven't noticed any transfer speed issues, and it's been rock-solid reliable for the 3 months I've owned it. I have about 32GB of music stored on it, and every app that can use SD card storage is set to do so, including all my system backups. The ultimate &#34;install and forget&#34; add-on for your phone!",30-05-13,May,2013.0,5
"I've had this card for some time now and I've only had one problem with it and I believe that problem to be with my phone. The card's formatting became corrupted and while I could still copy to and from using my computer, my phone didn't recognize the card. Copying the data off, formatting the card, and copying the data back onto it fixed the issue. It's really nice to have 64GB's of extra data storage on my phone.",17-01-14,January,2014.0,4
"I've purchased this MicroSD card back in January for use in my tablet and my Android smartphone.  I've used this card extensively to transfer music and files and I've found it's rather interchangeable and versatile across a number of surfaces.  The card hasn't corrupted itself or become unusable at any point so I figure, for the value, that's pretty much what I want.  And 32 GB covers the amount of storage I would want for my mobile devices.",17-02-14,February,2014.0,4
I've used this card for about 3 months now and have not had a bit of trouble.  I notice to delay while the phone writes to the memory after taking pictures or shooting full HD video.,30-11-12,November,2012.0,3
"I wasn't absolutely certain if this would work in my Samsung Galaxy SIII (an SGH-I747M) from a regional carrier here in Alaska.I read several reviews, but took a chance the 64GB card would work in my device and was pleased when it arrived.Opting for the &#34;Frustration Free Package&#34; it was a very simple matter to open the little cardboard envelop to retrieve the contents.  A side note here, I do appreciate the Amazon packaging for items such as this, where a clamshell type of container adds no value...The card is well made and seems a quality product.  Installed the card and it was recognized instantly on boot.  The full capacitywas recognized.Maybe I am old school when it comes to memory cards, but I always format them in the device I intend on using them (at least initially.)  In this case, there were no issues.While I haven't scientifically measured read / write speeds of the card, performance is respectable.  I have suffered no issuesrelated to the operation of the card.I would highly recommend this product if you are looking for this capacity and your device will accept the MicroSDXC format.  To that end, several friends have purchased (and been satisfied) with this memory card in their devices.",27-04-13,April,2013.0,3
"I will keep it short and sweet for potential buyers looking for facts and not b.s.I own two of the 32gb size of these cards for about 3 months now. They do work fairly well with cell phones and tablets, yet not so good with cameras, in fact these cards failed to work with my GoPro Hero3 camera and the customer service rep from Gopro claimed (and I happen to agree with him) that this card is not a true class 10 card let alone UHS-1.Benchmarks with my evo 4g with all allocation sizes the write speed never passed beyond 8mb/s while read speeds wondered around 25mb/s far below advertised speeds, well write speeds arent technically advertised (probably because they are of class 4 level)Benchmarks with crystal mark reported speeds even lower (due to adapter) with write speeds around 6mb/s while read speeds wondered around 20mb/s.Needless to say, if you are not worried about speeds and only about storage, these are perfect. If you want to use them for shooting high definition raw footage however, I suggest you not to loose your money on this, because even if your write speeds are around 10mb/s as the card begins to decay it will slow down to become useless.Again this review is based on GoPro camera and high definition raw recording.. For cell phones or for storage it works perfectly well with a bit of false advertisement..",02-07-13,July,2013.0,3
Just what I needed for my digital music collection on my phone.,07-10-14,October,2014.0,5
Memory either works or not what more can be said than it works as designed.  I was very happy with the price.,26-06-13,June,2013.0,5
More than a year in and still going strong. It boosts the memory of the tablet so I can store movies for trips and the tablet stores big files there automatically to save it's own brain for more important things.,03-06-14,June,2014.0,5
"No complaints.  Worked in every piece of electronics I've tried them in.  I've run across fake chips online before, but these are high quality at a good price.",27-04-14,April,2014.0,5
"Not as fast as advertised most of the time, actually slowed down my Note 3 when I filled it with movies leaving only about 8gb free, switched to a faster card due to that, but it could also be the phones fault. All in all it's a good card with good speed and size for the money.",27-06-14,June,2014.0,3
Product supplied as described: 16GB Micro SDHC Class 10 card with Adapter. I purchased this to use in my Samsung Galaxy Tablet and it works perfectly. It is easy to identify from other micro flash cards you may have because of its red/grey color. This is a great memory solution for your stored media for any device!,25-09-12,September,2012.0,5
"Product works as advertised. No issues with install or general use in my mobile phone. It doesn't seem particularly snappy, but that may be more the phone than anything else.",03-09-13,September,2013.0,4
"Quick little puppy, SanDisk makes nice quality stuff with one exception.The adapter that came with it to let it work in the bigger slot failed horribly after 4 days.Adapters, psh!But my Transformer likes it, treats it like a child and it fits very snugly into the latching system (a recent store bought one wiggles?!?)",01-09-14,September,2014.0,4
"Replaced a smaller and slower micro SD card in my phone. I've had other brands corrupt and die in the past. I've grown to only trust SanDisk.It is faster than most other micro-SD cards, the price was right at $27.",26-11-12,November,2012.0,5
"Simply put the card works well in my NOTE 3, gives me the extra space needed and to date has worked flawlessly. I upgraded from a 64GB Sandisk to the 128GB with no issues. Plenty of space available now in my phone and I can keep movies and music local. Some people have scoffed online about using such a large card but the reality of it is that you don't always have data service and when that time comes, such as when you're on a plane, its nice to have access to some movies and music that you've kept on local storage.So far its worked in my NOTE 3 and SG4.",29-04-14,April,2014.0,5
"So I'm not going to pretend to be an expert on sd cards, but I still like this one. It is relatively inexpensive, works wonderfully for the movies I want to store and watch on my samsung galaxy tab 7 2.0, and I haven't had a single problem with storage yet.",08-12-13,December,2013.0,4
"Still working with no problems so far, so it seems to be reliable. Not sure what else to say, but they want more words.",27-04-13,April,2013.0,4
The card arrived promptly and has worked flawlessly in a dashcam. Would recommend purchase to others if they need this kind of card.,01-06-14,June,2014.0,5
"The card looks good, works fine, I didn't do too much test with it.My only complaint until now is the package, there's a line marked on the back for you to cut, I cut along the line, and nothing happened, no opening at all, all cardboard glued tightly. so I cut near the card, only to found I cut the supposed plastic card case/storage shell, now I took it out, and no storage case to store. Not a functional problem, but annoying.",12-12-12,December,2012.0,3
"The package arrived on time, it's very well packed and it's got an adapter. It works perfectly with my phone, though it doesn't allow a computer format, once it's been on the phone, so it asks you to erase everything before you use it on a computer. So if you're planning on buying this for different purposes and devices, gotta be aware of this. I just need for my phone, so I transfer files with my usb cable, that works just right. I also give it a 3 star because it says there are 64gb, but even when it's totally formatted it only reaches to 60gb..sooo, I don't know where my other 4 gb are...anyways, overall it's working well. I do think it's expensive for what it is.",08-05-13,May,2013.0,3
There really isn't much to say about a micro SD card: it either works or it doesn't. I bought this to install in my phone and it seems to be working fine. The fit was perfect and the performance is totally satisfactory. I've never had any trouble with SanDisk products and this will likely be no exception. It was a great value compared to places I had priced locally.,27-11-12,November,2012.0,5
The SanDisk Ultra 16GB memory card has shown no sign of not being exactly what I needed.  A good deal.,27-03-14,March,2014.0,3
This card has worked flawlessly in my phone for about three months! I had an smaller and slower card in it that this replaced. When doing pictures and video you can definitely tell the difference in write speed between a class ten and four.,01-01-14,January,2014.0,2
This chip is holding all my music and photos so they are ready to share with friends and family on my tablet. Quick response and no drop outs or lags.  Price was amazing!!,28-01-14,January,2014.0,5
"This is a great SD card, it's very fast and works well.  I have been using it for my GoPro with no complaints.",27-06-13,June,2013.0,5
This is a very fast microSD card compared to the class 4 speeds. It looks nice and it works. I'm not sure what else I can say other than that I have no problems with it and it hasn't died on my yet.It's been about 4 months at least now in my Samsung Galaxy S3. The S3 had a reputation for breaking sandisk sd cards for some reason and it's only randomly unmounted about 3 times but easily remounted with a take out and put back in with maybe a restart on the phone to refresh some apps to see it. I think this is just because the Galaxy S3 tends to get really hot right below the sd card which might damage it a bit. I don't think they put it in a good spot but that has nothing to do with the card itself so just get it if you want a nice sd card.,13-08-13,August,2013.0,4
"This is the best accessory that you can buy for your smartphone! Simple explanation:1) I loaded all my HD movies onto this micro SD card, inserted it into my Samsung Galaxy S3, and it plays them superbly without ANY delays, as it it up to 30mb/s read speed!2) The most important reason for this being the best accessory for your phone is to think about this: The premium you pay for an iPhone 64GB is $200. The price you pay for this 64GB micro SD card is $50 (depends on Amazon's pricing at the time). That means you get the same thing for $150 less, AND you can interchange your SD card between devices (if you buy a new tablet for example).No brainer.Note that it reads only at 10mb/s, so a 7GB HD movie will take about 10 - 15 minutes to load up.",13-01-13,January,2013.0,5
This is the biggest memory card I have at 32 gig.  It works fine!  I am using it on an 8 inch Dell tablet with Windows 8 and a solid state 8 gig hard drive.,06-11-14,November,2014.0,5
"This is the latest version of the microSD cards Class 10. I purchased it for Asus MemoPad HD 7 tablet which I use mostly to play movies for my son. Since all of our movies are in HD I wanted to ensure I have a fast storage card so movies can play smoothly.This is also very important when taking pictures or videos. The faster the SD card is, the faster the device will process and store the picture and release the camera for the next picture.. with Android 4.2 JellyBean, Google introduced burst picture taking which allow you to long press the shutter and the camera will take several pictures in a row. This is great if you are trying to shoot something in motion. A fast SD card is essential for this feature to work properly.",12-11-13,November,2013.0,5
"This is the SD card you need for your smart phone. I bought this for my S3 and been using it for over a year and it works perfect. I don't think ill ever have to worry about running out of space. Plus the price on Amazon, you cant beat it.",19-02-14,February,2014.0,5
This is the second one of these SanDisk 32 GB MicroSDHC cards I have bought.  One I installed in my Samsung Galaxy S3 and this one I installed in my Samsung Galaxy Tab 3 - 8.0.  These are excellent options for both devices to expand storage.  One of the reasons I went with Samsung products is because you can use MicroSD cards unlike Apple iPhone products where you can't.,22-03-14,March,2014.0,5
"This provides plenty of storage capacity for your tablet and mobile devices - I've put this into all my cellphones and Android tablets. After twelve months of use, downloading music, videos, apps - there is plenty of room left.The class 10 version is also great for phone/tablet cameras as well for a stand alone camera (yes I still use a digital camera - so yesterday). This is a must for HD action video camera/recorder as well. The price continues to drop so it is very affordable now - unless your device can take the 64Gb version - I'd go with the higher capacity for video recording devices.",12-06-13,June,2013.0,5
This was the perfect addition to my Surface tablet.  It came in easy to open packaging and it worked from the moment I pout it in the Microsoft Surface tablet.  Expanded my 32 g tablet to a lot more storage for movies and music.,26-01-13,January,2013.0,5
"This works on my phone and is amazing, however it seems to transfer pretty slowly.  I move a lot of music and movies on and off my phone so it can be annoying.  I'm not sure if my phone or this card is the weak link though.  I have Note 2.Anyways, it was cheap and it works, that is all that matters.  Buy it!!!",05-06-13,June,2013.0,4
This works perfect in my Dell Venue Pro 8. All I had to do was to reformat the card before using it.,03-10-14,October,2014.0,5
Wanted more space on my smartphone.  Works great. What else can I say. Thinking of buying another as a back-up for my stuff.,11-04-13,April,2013.0,5
We bought this to go with our new Samsung Galaxy Tab 4. Works great and allows us to add a lot of videos onto our tablet.,13-06-14,June,2014.0,5
"We use these for our Samsung Galaxy 4s phones and they are amazing because I can now take a gazillion pictures! I only wish that I could separate the pictures on the memory card into folders but that is a Samsung issue, not the memory card issue.",16-12-13,December,2013.0,5
"What is there to say about a sd card. It works, and it's a class 10 card. The price was decent. I needed one for my android tablet, shopped around and this one seemed like the best choice.",07-07-13,July,2013.0,4
"What more can you ask for ?  No errors ever detected by Android OS, and having this unit plugged into my tablet means I'm never without data or pictures that I want.",23-02-14,February,2014.0,5
"When I first got this card, it worked perfectly in my Galaxy S3 phone.  Then, I rooted the phone and installed the Cyanogen Mod ROM to gain additional features not available from my carrier.  The card was instantly corrupted by that ROM, because it's formatted with a filing system the ROM doesn't support.  Fortunately there was nothing on the card I couldn't replace.I ended up having to use a third-party utility to format the card with a filing system supported by both Windows and the ROM.Once properly formatted, there have been no corruption or data loss issues and the card has performed well.If you are using a stock Galaxy S3 ROM, you'll have no problem at all.  You'll find the card roomy and fast.",27-12-12,December,2012.0,2
Worked fine in my Samsung S4 for one year.  Then it stopped allowing writing to the card.  Would not format even on a PC or with another device.  The data is still there but cannot be erased.,07-02-14,February,2014.0,2
Worked with my Samsung Galaxy S3 perfectly. I finally have the space to take all my current digital content with me when I am on a plane.,10-11-13,November,2013.0,5
"Works fine in my Sony RX100 using the provided adapter, but who would expect otherwise.  Bought the more expensive micro with adapter rather than full size SD so that I can move it to other devices that take micro SD.Prime shipping arrived in one day.",24-01-13,January,2013.0,4
"Works Great!  I was running out of room on my 32GB card on my Galaxy Note 3.  This solved my problems nicely!  Now I have enough space for movies, music and photos on my device!  I don't think I will be running out of space for a while!",12-09-13,September,2013.0,5
"Works great, Plug & PlayLoads of room for whatever your needs are.I would not hesitate to recommend this product.Great card, Great price!",20-06-13,June,2013.0,5
Would not work in my Samsung Galaxt Tab 2 7.0 3G that I purchased it for.  But it does work fine in my Asus TF700. So I swapped the cards between them and everythings's OK.  First time I've seen this with a Sandisk product.,18-02-13,February,2013.0,3
"Does what it says. Hasn't broken yet, and I hope it doesn't break. I've had luck with this brand before. Usually get bored with the product before it breaks.",08-02-13,February,2013.0,4
"My card got so hot it almost melted. Crazy! But you card somewhere else, I know I Wii! I'm not taking the chance of ruining one of my devices. No thanks",25-02-13,February,2013.0,1
"Thus microSD card worked fine for a year in my Samsumg Note II. I mostly used it to listed to downloaded music from Spotify. It has actually failed &#34;twice&#34;. When it failed the first time (the phone couldn't &#34;see&#34; that I had a card installed) I thought maybe something had merely corrupted it, so I formatted it, put it back in my phone, and re-downloaded all my playlists. It worked for two months and then failed again. I don't plan to try formatting it again, I'll switch to a different brand of card.",28-04-14,April,2014.0,2
Got this for the Dell Venue 8 Pro and it works perfectly. No complaints. Here are more words to complete my review.,01-02-14,February,2014.0,5
"I bought this the day it came out for the great price of $119.99 and it finally showed up a month later. (I knew this going in). I put it in my Galaxy note 3 and it instantly recognized it and I was set.Speeds in my laptop via the included adapter ranged from 15-30mb read speed and about 12mb write speed. I copied an entire 64 GB card over to this one, and it took some time, but now I have double the space.",25-03-14,March,2014.0,5
I confirm this works for my note on CM10 nightly. however it did not work upon arrival. It had to be re-formatted into FAT32. I used a small program fat32format through Google. I believe other programs would work too.,26-10-12,October,2012.0,2
"If storage is what you need for your tablet, then this is pretty much a no brainer as long as it supports it :) Would recommend if you have a Galaxy Note 10.1",28-03-13,March,2013.0,4
"I have this regularly plugged into my ASUS Transformer TF300T tablet as extra storage. But with the included adapter I can also plug it into my laptop. So I use it as a sort of &#34;sneaker-net&#34;, allowing me to move 30 GB of data to what ever I am using at the time. It is filled mostly with pictures and movies. The speed of this makes it convenient for transferring large amounts of data. I'll be buying another one of these in the near future.",09-02-13,February,2013.0,5
"I made sure to get the one in the retail packaging when ordering. It arrived next day from Amazon. I tore open the packaging and inserted the card directly into my Note 10.1. The card was picked up right away, no formatting needed. I will say, I had updated my unit to 4.1.2 first so I am unsure if the update is what made the recognition so easy. Already crammed it half full with movies and music. Plays all of them smooth with no lag or speed issues whatsoever. I think I will get another.",02-07-13,July,2013.0,2
"Just got this 128GB micro SD card and put it in my Samsung Note 3, replacing a 64GB Sandisk card before. The Storage under settings show 119GB free space! It was as easy as 1-2-3.Testing it using SD card reader on my laptop, I get around 45MB/s read, and close to 30MBs write. That's above the advertised throughput.So far I populated around 100GB of video files, and after a week of 3-4 hours of playing videos from the SD card, there has been absolutely no glitches, no hanging, and no errors!",06-08-14,August,2014.0,5
"SanDisk continues its legacy with this high-speed microHD card. A definite must for your tablet or smartphone, provided it accepts external memory cards. Then again, why would you buy one that doesn't?",14-12-13,December,2013.0,5
This micro sd card does what is supposed to do and more. My phone actually feels faster. And i got tons of storage.,23-08-12,August,2012.0,5
"Works as expected.Love having more room for picture files,etc.on my Samsung galaxy tab 3.Buy this one,its just right,you wont be sorry.",03-12-14,December,2014.0,5
"Received one - didn't work. Not readable on my Mac or my Win 7 PC. Tried another - retail packaging and is raw format and although my Galaxy S3 sees it, it won't write or format and the computers don't pick it up either.Taking the other person's 1 star review and trying a class 6. Can't afford to lose data, not that I can write to these anyway. Both went back.",27-11-12,November,2012.0,1
"I purchased this memory card for use in a Galaxy S2 smart phone.  Music stored on the card plays without problems.  Works great and while not the cheapest, the price was not bad.********Update 11-28-12*********After about 1 month of use, the card failed.  After a few emails to SanDisk, they issued and RMA and promptly provided a warranty replacement.  On the whole great service.  These things are tiny and some failures are expected, so as long as this one keeps working, I still give it 5 stars.",22-10-12,October,2012.0,4
"Works fine my Virgin Mobile HTC EVO V. The phone didn't recognize it at first, but after formatting it's all good.",25-08-12,August,2012.0,4
This Micro SD card works great in my Hero 3 Black edition. I have never had any problems with any SanDisk product that I have owned.,30-07-13,July,2013.0,5
This product was early coming in. It works great in my Samsung Galaxy Note 10.1 tablet. It's easy to upload and export items from multiple devices with the adapter that comes with it.,29-07-13,July,2013.0,5
I love this 64 GB microSD.  I dont ever have to think about it now.  I love that we can get such a large amount of memory for our devices.,27-10-13,October,2013.0,5
All the horror stories about SD memory not really being the density reported.  I loaded two of these things to the max.  All data is accessible.,25-05-14,May,2014.0,5
It's worked great with my Galaxy S4 cell phone. Videos and photos taken with the phone automatically get stored to the memory card after it was installed as do may apps.  No issues.,28-09-13,September,2013.0,5
"Bought this card to use with my Samsung Galaxy Tab2 7in tablet, based on others who have reported getting it to work in their Galaxy Tab 2.Bottom line, you gotta reformat this card as FAT32 with 32kb sectors to work in the Galaxy Tab 2, and that requires jumping thru some hoops as Win6/Vista does not even offer the choice to format as FAT32, only as NTFS or exFAT, neither of which will work with the Galaxy Tab 2 (Android v4.04)  You have to use 3rd party software to accomplish this.  A FREE solution is the EaseUS Partition Master free software you can download from cnet or direct from EaseUS.  I had a commercial package already installed (Acronis DiskDirector) that I used.Once fomatted as FAT32 with 32kb sectors, the card is recognized AND all the space is seen and useable.Highly recommended if you need the space.  I would assume that this would also make LARGER microSDXC cards work as wellJohn",13-08-12,August,2012.0,4
"I got this for my cell phone and it was easy to put in. I have had not problems with it at all, it's been in my phone for a few months now and it's great having all the extra storage for pictures. I got it on time and it was so easy to remove from the package.",03-03-14,March,2014.0,5
"If your card gets hot enough to be painful, it is defective and you need to contact SanDisk!From my experience, the larger micro SDs run hot on format and writing, but not to the pain threshold!I purchased one of these cards to use in a camera and Android tablet.  Great read speed but write speed was okay.  Used card for about two weeks and then all my files disappeared!  Tried to format the card and three different computers with XP, Windows, and Linux couldn't format it.  The camera and tablet couldn't format it.  I RMA'd it and got another because SanDisk is a good brand.  I did notice that when formatting or writing the card it got hot, very hot.Second card didn't last 24 hours and had the exact same symptoms as the first card.  Write a file or format it resulted in the card getting hot enough to reach the pain threshold.  I called up SanDisk and while explaining this was the second card I'd received with the exact same symptoms, when I mentioned it getting hot, they immediately issued me an RMA.  They said they were told to issue an RMA the moment they heard a card ran hot.Smaller SanDisk micro SD's or regular SD's I have or use don't do this.  I think SanDisk has an issue with this card.The last 4 digits of the part number refer to the date code and origin of the card.  Both cards had different date and origin codes.",09-02-12,February,2012.0,2
Great card for a great price read and write speeds are on par with what is posted on the specifications detail report.,04-12-14,December,2014.0,5
"Does not work.  I have a card purchased at Best Buy that looks identical side by side.  BUT!  Transferring music onto the Best Buy purchased card was extremely fast.  100+ meg albums transferred in 2 to 3 seconds.  On these cards, a 61 meg album was at 18 minutes remaining with less than a quarter of the album transferred.  I bought two, so I figured maybe a bad card.  Tried the other, same thing.  Extremely slow.  Wonder if they are even real.",12-11-13,November,2013.0,1
"My pour Note 2 has been working absolutely overtime.  I just love it so much.  So I am downloading a great many pictures, audible books, and of mp3's from Amazon.  With all of these many interest of mine working over time I soon found that the 32 GB microcard was just too small.  So when Amazon had a great sale on the 64 GB ones I purchased it.  My main concerns was would it work in my phone and be fast enough to do so seamlessly.  Well that it was this 64 GB microSDXC Class 10 did.  So whatever SanDisk wants to name it, the bottom line is that it works seamlessly and now I don't get those nasty warnings telling me my memory was almost full.  It is very nice that Samsung realized the need to be able to use such larger memory cards, and the Note 2 allows this size card use without any issues at all.",27-02-14,February,2014.0,1
"Gave to my Samsung galaxy note 10.1 the power to take and use it with any kind of application. Quick, easy, install and play.",23-11-13,November,2013.0,5
"So far so good. I've never noticed a difference in memory cards, I'm just very glad to have extra memory!",11-02-13,February,2013.0,5
I replaced a 64GB card in my note 3 with this 128GB card and everything seems to be working just fine as expected.  I've been using the card for about a week.,04-01-14,January,2014.0,5
"I have been amazed at memory pricing, but this little card is inexpensive, fast and just what I needed for my new tablet.",10-04-13,April,2013.0,4
"Be aware--if you want to use this device to record and play high-definition video with files greater than 4gb, you'll need to format the card as exFAT or NTFS (if you want to play the files on either a PC or a Mac. But it works well after properly formatting.",16-04-13,April,2013.0,4
"I think this is probably a fine product, but it wasn't compatible with my Samsung Galaxy S3 phone. Formatted as exFAT (as it came from the factory), didn't work at all, but that's a known problem with the GS3. But even after reformatting to FAT32, the card caused my phone to reboot multiple times.",26-07-13,July,2013.0,2
Amazon sells this card for a great value! No local store even comes close to this price. It has plenty of room on it for lots of storage.,09-06-13,June,2013.0,5
These cards work well with many of our pieces of electronic equipment when we travel.  The price was perfect and none failed. They also worked with the readers we had.,28-01-13,January,2013.0,5
Great price on the 64GB mircoSD card... my boyfriend has had it in his Galaxy note 2 for the past few months.. and I just got a note 2 and just bought another one for my phone!  :),02-09-13,September,2013.0,5
"Lots of capacity, no problems with loading it up, and no issues with corruption.  Transfers and access are fast and you really can't beat the price for a name-brand card.Not much more to say... it's a memory card that works :-)",31-10-13,October,2013.0,5
"Memory cards are almost commodity items now, but I still prefer name brands with 5+ year warranties.  Had a problem with a Sandisk a while back, and they replaced it under warranty without any hassle.",14-05-14,May,2014.0,3
I have two of these and use them for my Galazy Note 2. It's great having the flexibility to keep extra storage with you for your 'phablet'.So far they have done what they are intended to do.,16-12-13,December,2013.0,5
can't say enough about it ... just works perfectly every time ... wish I could say the same about people ... great product,27-03-14,March,2014.0,5
"When I placed this in my Galaxy S4 phone it read it right away at 29.7 GB. Which is expected to loose a few GB. I transferred file from my old card and it was done fast. Although I didn't have large files to start with. I had been looking for a large card and this one fits the bill. The other reviews helped sway my choice. I would recommend this card, so far no issues.",02-12-14,December,2014.0,4
"This itty, bitty SD card packs a whole lot of punch!When I saw how small this was, I was blown away.65GB in something the size of my pinkey fingernail, AMAZING!I have used it on my camera and my phone.I would highly recommend this to anyone.",18-05-13,May,2013.0,5
"This works perfectly in my Samsung Galaxy Tab 3 new cell phone, greatly expanding memory. It installs very quickly and easily. easily",01-08-14,August,2014.0,5
"excellent product.  great storage capacity.  super fast.  delivery was excellent as alwaysPros =- everythingcons: noneputting in more so I make 20 words. not much to say, it's a perfect product.  exactly what it says it is",26-10-12,October,2012.0,5
"Adding this unit to my Galaxy S III gave me a hand held that was faster, powerful, and had more storage space than my first NEW PC purchase in 1991.  Dig it!",12-06-12,June,2012.0,5
"What can I say.  I got this at a one day sale only on Amazon and wow this things worked smoothly. No errors, no formatting needed. I just popped it into my GSIII and it worked like a charm",01-01-13,January,2013.0,5
It works good with my phone.  Very fast when it is used.  Camera seems to work better.  Thanks for the deal.,27-11-12,November,2012.0,4
"A few months ago I purchased a Samsung Galaxy 10.1 Note. It was my very first tablet. I didn't know much about them, a friend told me I need one. I couldn't do without it now. I was having issues with the storage, and was told I needed a SD card, and this was the one I was recommended because it had the most storage.I managed to put the in myself after watching a video on YouTube. My friend told me to downloaded App manager from Play Store, which I did and after clicking on App manager to open it, I successfully transferred all my Apps to the SD card. I checked in settings, now I'm happy because I have tons of room for other things.I've had it a couple of weeks now, even though I've added several more Apps and my bookmarks etc, I still have no storage problems. I was told that this card is the best, I have no complaints, it's doing a great job. I'm glad I didn't go for a cheaper version.",30-03-14,March,2014.0,5
Great price. My Galaxy S3 recognized it no problem. This replaced my old 16 GB micro sd card. Thank you Amazon!,09-12-12,December,2012.0,5
It installed and is working without any problems in my Samsung Note 2.  Price was  very good for the price.,01-10-14,October,2014.0,5
Works well in my Droid RAZR MAX. Allows plentry of space to move videos & pictures to card for later transfer to computer.,28-12-12,December,2012.0,5
I bought this card so I could have some storage that was quick.  This card delivered.  That's about all there is to say.,11-08-13,August,2013.0,5
"I got this card for my phone. I was expecting a significant increase in speed. I have not really noticed any great speed improvements. The card is working great with no problems. Just get a slower card for your phone, you won't notice the difference.",20-02-13,February,2013.0,5
"I really like the performance.  Since I put it into a USB 3.0 adapter, I get about 27MB/s actual measured throughput.",20-08-13,August,2013.0,4
SanDisk is the best brand. This chip does exactly what it should do and does it at very good speed. My Samsung Galaxy Note 2 loves this chip.,27-11-12,November,2012.0,5
I have always been pleased with the SanDisk products and this one is no exception. It works as advertised. I would purchase it again.,19-03-13,March,2013.0,5
A must have for those who have android products with expandable memory slots...the go to place to save your pictures and videos so if you change phones or tablets you won't lose your memories.,28-11-13,November,2013.0,5
"I just popped it in my Sony Xperia Tablet Z .  It works.  There is no sense that I will ever run out of room.  If I was using it for work that might be different, but I could just change with a new micro sd card.  I don't know why all tablets don't have a port for one.  I feel confident with the SanDisk brand.  I have never bought a bad SanDisk product.",08-04-13,April,2013.0,5
"I just bought two of these for our two new Samsung Galaxy IV smart phones.  The adapters will make it possible for the card readers on our computers to accept these MicroSD cards if we find it worthwhile to pull them out of the phone case rather than use the USB &#34;dongle&#34; to move information on and off the phones, but.. most importantly, now I don't worry about storing audio books, favorite playlists, and video clips I might want to show someone on the phones.",10-04-13,April,2013.0,4
"Card is Good. I ordered one before and it performs as one would expect, so I ordered another. It took much longer to attempt get the second one so I wrote and got a refund. Seller, NMicro Technology,  was not the same as the first.",12-09-13,September,2013.0,3
14000 reviews and counting !! Do you need any other justification to buy this one if you are looking for a microSD card?? Add to it the reliable name of SanDisk and you are left with no doubts to buy this or not!!! Also its available at almost half the actual price with Amazon (I did check the price at local sellers and no one is selling it that cheaper).Comes with a decent writing speed (good for most shooting/recording devices) and has a very very long warranty (10 years !!!). The technology may take a leap before this one stops functioning on you.Want to use it as a SD card in your camera? No problem. It comes with an adapter with which it can be used in any device that uses a SD card. That makes in two-in-one card!!!!!,07-04-14,April,2014.0,5
"I join the long list of customers who have had their SanDisk die on them.  Customer service from SanDisk has been helpful.  They pay for UPS shipping for the return and promise a 7-10 day turn around once the defective disk has been returned.  Still it's a pain to deal with and I lost some photographs.UPDATE: SanDisk sent me a replacement and it seems to be working.  If the replacement goes bad, I'll be back to complain:)SECOND UPDATE: All is well with the replacement so I'm giving it three stars.",02-04-13,April,2013.0,3
Got a Samsung Galaxy note 2 7.0 I'm gonna use for a CarPC and found that you could install a 64gb microSD. Tried this one and it worked flawlessly. Pretty zippy too for a tablet (ugh....tablets read/write is stupid slow but just good enough for media I suppose)Plugged this thing right in and used the tablet to format it. Got 60gb out of it. Good good.,06-12-13,December,2013.0,4
