Product_Name,Product_Price,Review,Date,Month,Year,Sentiment Score
thos 5 Layer Simple BookshelfMultipurpose RackChildren BookcasesFile Rack for OfficeStorage OrganizerCabinet Shelves for Bedroom Office Living Room Metal Open Book ShelfFinish Color  Black DIYDoItYourself,785,super amazingreally thank flipkart and also thank for makers,02-09-13,September,2013,5
thos 5 Layer Simple BookshelfMultipurpose RackChildren BookcasesFile Rack for OfficeStorage OrganizerCabinet Shelves for Bedroom Office Living Room Metal Open Book ShelfFinish Color  Black DIYDoItYourself,785,its plastic not metal,31-10-13,October,2013,1
thos 5 Layer Simple BookshelfMultipurpose RackChildren BookcasesFile Rack for OfficeStorage OrganizerCabinet Shelves for Bedroom Office Living Room Metal Open Book ShelfFinish Color  Black DIYDoItYourself,785,very nice and useful,14-05-14,May,2014,5
thos 5 Layer Simple BookshelfMultipurpose RackChildren BookcasesFile Rack for OfficeStorage OrganizerCabinet Shelves for Bedroom Office Living Room Metal Open Book ShelfFinish Color  Black DIYDoItYourself,785,wonderful productamazing thank u flipkart,16-12-13,December,2013,5
thos 5 Layer Simple BookshelfMultipurpose RackChildren BookcasesFile Rack for OfficeStorage OrganizerCabinet Shelves for Bedroom Office Living Room Metal Open Book ShelfFinish Color  Black DIYDoItYourself,785,usefull,27-03-14,March,2014,3
thos 5 Layer Simple BookshelfMultipurpose RackChildren BookcasesFile Rack for OfficeStorage OrganizerCabinet Shelves for Bedroom Office Living Room Metal Open Book ShelfFinish Color  Black DIYDoItYourself,785,very worst poor quality just like a toy made with cloth dont buy it return option also not there,02-12-14,December,2014,1
thos 5 Layer Simple BookshelfMultipurpose RackChildren BookcasesFile Rack for OfficeStorage OrganizerCabinet Shelves for Bedroom Office Living Room Metal Open Book ShelfFinish Color  Black DIYDoItYourself,785,extremely nice productthank you flipcart,18-05-13,May,2013,5
thos 5 Layer Simple BookshelfMultipurpose RackChildren BookcasesFile Rack for OfficeStorage OrganizerCabinet Shelves for Bedroom Office Living Room Metal Open Book ShelfFinish Color  Black DIYDoItYourself,785,plastic quality is not so good but size and design is good for me for using as file rack,01-08-14,August,2014,4
thos 5 Layer Simple BookshelfMultipurpose RackChildren BookcasesFile Rack for OfficeStorage OrganizerCabinet Shelves for Bedroom Office Living Room Metal Open Book ShelfFinish Color  Black DIYDoItYourself,785,its not a standard size files can not keep it vertically not expected size but quality is gud,26-10-12,October,2012,3
Chhariya Crafts Metal Krishna with Cow Standing Under Tree Plying Flute Decorative Showpiece    17 cmMetal Gold,298,beautiful iam happy with this product thx to deliver boys will fast delivery thx so much gobbless nice peaking,12-06-12,June,2012,4
Chhariya Crafts Metal Krishna with Cow Standing Under Tree Plying Flute Decorative Showpiece    17 cmMetal Gold,298,thank you flikart for giving nice quality and beautiful productkrishna idol which we ordered is so beautiful good qualityand it is more than our expectation,01-01-13,January,2013,5
Chhariya Crafts Metal Krishna with Cow Standing Under Tree Plying Flute Decorative Showpiece    17 cmMetal Gold,298,very good,27-11-12,November,2012,5
Chhariya Crafts Metal Krishna with Cow Standing Under Tree Plying Flute Decorative Showpiece    17 cmMetal Gold,298,worth the money use it as decorative dont use it for daily pooja,30-03-14,March,2014,4
Chhariya Crafts Metal Krishna with Cow Standing Under Tree Plying Flute Decorative Showpiece    17 cmMetal Gold,298,beautifulbest in price,09-12-12,December,2012,5
Chhariya Crafts Metal Krishna with Cow Standing Under Tree Plying Flute Decorative Showpiece    17 cmMetal Gold,298,nice product,01-10-14,October,2014,5
Chhariya Crafts Metal Krishna with Cow Standing Under Tree Plying Flute Decorative Showpiece    17 cmMetal Gold,298,great value for money in such a affordable price you can not get anything better than thismust buy,28-12-12,December,2012,4
Chhariya Crafts Metal Krishna with Cow Standing Under Tree Plying Flute Decorative Showpiece    17 cmMetal Gold,298,good,11-08-13,August,2013,5
Chhariya Crafts Metal Krishna with Cow Standing Under Tree Plying Flute Decorative Showpiece    17 cmMetal Gold,298,awesome product thank you flipkart,20-02-13,February,2013,5
Chhariya Crafts Metal Krishna with Cow Standing Under Tree Plying Flute Decorative Showpiece    17 cmMetal Gold,298,nice product,20-08-13,August,2013,5
Chhariya Crafts Metal Krishna with Cow Standing Under Tree Plying Flute Decorative Showpiece    17 cmMetal Gold,298,perfect as shown in the image loved it thank you flipkart,27-11-12,November,2012,5
Chhariya Crafts Metal Krishna with Cow Standing Under Tree Plying Flute Decorative Showpiece    17 cmMetal Gold,298,good productworth of money,19-03-13,March,2013,5
Chhariya Crafts Metal Krishna with Cow Standing Under Tree Plying Flute Decorative Showpiece    17 cmMetal Gold,298,good looking,28-11-13,November,2013,5
Chhariya Crafts Metal Krishna with Cow Standing Under Tree Plying Flute Decorative Showpiece    17 cmMetal Gold,298,good,08-04-13,April,2013,5
Chhariya Crafts Metal Krishna with Cow Standing Under Tree Plying Flute Decorative Showpiece    17 cmMetal Gold,298,good product,10-04-13,April,2013,4
Chhariya Crafts Metal Krishna with Cow Standing Under Tree Plying Flute Decorative Showpiece    17 cmMetal Gold,298,good finishingbut material wise i cant give  star,12-09-13,September,2013,5
Chhariya Crafts Metal Krishna with Cow Standing Under Tree Plying Flute Decorative Showpiece    17 cmMetal Gold,298,nice product,07-04-14,April,2014,4
Chhariya Crafts Metal Krishna with Cow Standing Under Tree Plying Flute Decorative Showpiece    17 cmMetal Gold,298,lovly i loved it,02-04-13,April,2013,5
Chhariya Crafts Metal Krishna with Cow Standing Under Tree Plying Flute Decorative Showpiece    17 cmMetal Gold,298,good product good quality,06-12-13,December,2013,5
Chhariya Crafts Metal Krishna with Cow Standing Under Tree Plying Flute Decorative Showpiece    17 cmMetal Gold,298,very nice,12-10-13,October,2013,5
Chhariya Crafts Metal Krishna with Cow Standing Under Tree Plying Flute Decorative Showpiece    17 cmMetal Gold,298,nice product,14-03-14,March,2014,5
Chhariya Crafts Metal Krishna with Cow Standing Under Tree Plying Flute Decorative Showpiece    17 cmMetal Gold,298,nyc product definitely everyone should go for it,22-01-14,January,2014,4
Dinine Craft Wooden 2 Pocket Key Holder for Wall and Home Decor Decorative Showpiece    6 cmWood Brown,168,good,25-11-13,November,2013,4
Dinine Craft Wooden 2 Pocket Key Holder for Wall and Home Decor Decorative Showpiece    6 cmWood Brown,168,quality is not good,26-11-13,November,2013,1
Dinine Craft Wooden 2 Pocket Key Holder for Wall and Home Decor Decorative Showpiece    6 cmWood Brown,168,its useful for every one thanks to flipkart,03-05-14,May,2014,5
Dinine Craft Wooden 2 Pocket Key Holder for Wall and Home Decor Decorative Showpiece    6 cmWood Brown,168,super,09-01-13,January,2013,5
Dinine Craft Wooden 2 Pocket Key Holder for Wall and Home Decor Decorative Showpiece    6 cmWood Brown,168,love it must buy,09-03-13,March,2013,5
Dinine Craft Wooden 2 Pocket Key Holder for Wall and Home Decor Decorative Showpiece    6 cmWood Brown,168,nice,23-12-12,December,2012,4
Dinine Craft Wooden 2 Pocket Key Holder for Wall and Home Decor Decorative Showpiece    6 cmWood Brown,168,good,01-04-14,April,2014,3
Dinine Craft Wooden 2 Pocket Key Holder for Wall and Home Decor Decorative Showpiece    6 cmWood Brown,168,super products,27-01-14,January,2014,4
Dinine Craft Wooden 2 Pocket Key Holder for Wall and Home Decor Decorative Showpiece    6 cmWood Brown,168,best choice,07-05-13,May,2013,5
Dinine Craft Wooden 2 Pocket Key Holder for Wall and Home Decor Decorative Showpiece    6 cmWood Brown,168,nice productbut build quality not so good,01-08-14,August,2014,4
Dinine Craft Wooden 2 Pocket Key Holder for Wall and Home Decor Decorative Showpiece    6 cmWood Brown,168,awesome,20-02-14,February,2014,5
Dinine Craft Wooden 2 Pocket Key Holder for Wall and Home Decor Decorative Showpiece    6 cmWood Brown,168,very lite material used,27-12-13,December,2013,3
Dinine Craft Wooden 2 Pocket Key Holder for Wall and Home Decor Decorative Showpiece    6 cmWood Brown,168,bad product,03-08-14,August,2014,1
Dinine Craft Wooden 2 Pocket Key Holder for Wall and Home Decor Decorative Showpiece    6 cmWood Brown,168,poor quality,05-11-13,November,2013,3
Dinine Craft Wooden 2 Pocket Key Holder for Wall and Home Decor Decorative Showpiece    6 cmWood Brown,168,good product,12-08-12,August,2012,5
Dinine Craft Wooden 2 Pocket Key Holder for Wall and Home Decor Decorative Showpiece    6 cmWood Brown,168,nice product,05-01-13,January,2013,5
Dinine Craft Wooden 2 Pocket Key Holder for Wall and Home Decor Decorative Showpiece    6 cmWood Brown,168,nice,20-06-14,June,2014,5
Dinine Craft Wooden 2 Pocket Key Holder for Wall and Home Decor Decorative Showpiece    6 cmWood Brown,168,value pcs finished work,01-03-14,March,2014,5
BLACK RAY Unique 3 Lights Hanging Ceiling Lamp Urban Retro Style Antique BlackBulb Not Included Pendants Ceiling LampBlack,631,awesome product go for it without a second thoughtbulbs not included you have to purchase it separately,13-08-13,August,2013,5
BLACK RAY Unique 3 Lights Hanging Ceiling Lamp Urban Retro Style Antique BlackBulb Not Included Pendants Ceiling LampBlack,631,hanging light is also impresive but this product is so antic look thanks to flipkart,19-05-13,May,2013,5
BLACK RAY Unique 3 Lights Hanging Ceiling Lamp Urban Retro Style Antique BlackBulb Not Included Pendants Ceiling LampBlack,631,very beautiful,21-04-14,April,2014,5
BLACK RAY Unique 3 Lights Hanging Ceiling Lamp Urban Retro Style Antique BlackBulb Not Included Pendants Ceiling LampBlack,631,very cheap material usedwithout lamps,07-11-14,November,2014,1
BLACK RAY Unique 3 Lights Hanging Ceiling Lamp Urban Retro Style Antique BlackBulb Not Included Pendants Ceiling LampBlack,631,cheap product and chetter filpkart,09-01-13,January,2013,1
BLACK RAY Unique 3 Lights Hanging Ceiling Lamp Urban Retro Style Antique BlackBulb Not Included Pendants Ceiling LampBlack,631,worst product,06-11-13,November,2013,1
BLACK RAY Unique 3 Lights Hanging Ceiling Lamp Urban Retro Style Antique BlackBulb Not Included Pendants Ceiling LampBlack,631,product is very good i am so happy,03-01-13,January,2013,3
BLACK RAY Unique 3 Lights Hanging Ceiling Lamp Urban Retro Style Antique BlackBulb Not Included Pendants Ceiling LampBlack,631,very low qualityi received defective pieces second time,31-07-13,July,2013,1
BLACK RAY Unique 3 Lights Hanging Ceiling Lamp Urban Retro Style Antique BlackBulb Not Included Pendants Ceiling LampBlack,631,awesome,22-05-14,May,2014,5
BLACK RAY Unique 3 Lights Hanging Ceiling Lamp Urban Retro Style Antique BlackBulb Not Included Pendants Ceiling LampBlack,631,nice product,09-06-13,June,2013,3
BLACK RAY Unique 3 Lights Hanging Ceiling Lamp Urban Retro Style Antique BlackBulb Not Included Pendants Ceiling LampBlack,631,ausum product,23-03-14,March,2014,5
BLACK RAY Unique 3 Lights Hanging Ceiling Lamp Urban Retro Style Antique BlackBulb Not Included Pendants Ceiling LampBlack,631,good decision if you are taking this lovely product,03-10-13,October,2013,5
BLACK RAY Unique 3 Lights Hanging Ceiling Lamp Urban Retro Style Antique BlackBulb Not Included Pendants Ceiling LampBlack,631,nice,31-01-13,January,2013,5
BLACK RAY Unique 3 Lights Hanging Ceiling Lamp Urban Retro Style Antique BlackBulb Not Included Pendants Ceiling LampBlack,631,good product but its quite difficult to add into ceiling,14-10-13,October,2013,4
BLACK RAY Unique 3 Lights Hanging Ceiling Lamp Urban Retro Style Antique BlackBulb Not Included Pendants Ceiling LampBlack,631,good,24-06-13,June,2013,4
BLACK RAY Unique 3 Lights Hanging Ceiling Lamp Urban Retro Style Antique BlackBulb Not Included Pendants Ceiling LampBlack,631,good,25-05-13,May,2013,4
BLACK RAY Unique 3 Lights Hanging Ceiling Lamp Urban Retro Style Antique BlackBulb Not Included Pendants Ceiling LampBlack,631,a good product in a reasonable price price worthy product happy to see this,28-05-13,May,2013,5
BLACK RAY Unique 3 Lights Hanging Ceiling Lamp Urban Retro Style Antique BlackBulb Not Included Pendants Ceiling LampBlack,631,good,17-07-13,July,2013,5
BLACK RAY Unique 3 Lights Hanging Ceiling Lamp Urban Retro Style Antique BlackBulb Not Included Pendants Ceiling LampBlack,631,just a awesome one,19-01-14,January,2014,5
BLACK RAY Unique 3 Lights Hanging Ceiling Lamp Urban Retro Style Antique BlackBulb Not Included Pendants Ceiling LampBlack,631,mind blowing,23-04-14,April,2014,5
BLACK RAY Unique 3 Lights Hanging Ceiling Lamp Urban Retro Style Antique BlackBulb Not Included Pendants Ceiling LampBlack,631,thank,29-06-13,June,2013,5
BLACK RAY Unique 3 Lights Hanging Ceiling Lamp Urban Retro Style Antique BlackBulb Not Included Pendants Ceiling LampBlack,631,nice,04-01-14,January,2014,4
BLACK RAY Unique 3 Lights Hanging Ceiling Lamp Urban Retro Style Antique BlackBulb Not Included Pendants Ceiling LampBlack,631,very nice,23-04-14,April,2014,5
BLACK RAY Unique 3 Lights Hanging Ceiling Lamp Urban Retro Style Antique BlackBulb Not Included Pendants Ceiling LampBlack,631,good item,18-01-14,January,2014,5
LUMINA PLUS LED LIGHTING Metal E26E27 Pendant Ceiling Hanging Lights Lamp Black Size 23  17  17cm Set of 4 Pendants Ceiling LampBlack,797,nice productbut no bulb provided with package so it was tough to find e buld hold kn top is not clean causing issue to tighten wire,25-09-12,September,2012,4
LUMINA PLUS LED LIGHTING Metal E26E27 Pendant Ceiling Hanging Lights Lamp Black Size 23  17  17cm Set of 4 Pendants Ceiling LampBlack,797,awesome product value for money thank u flipkart,12-04-13,April,2013,5
LUMINA PLUS LED LIGHTING Metal E26E27 Pendant Ceiling Hanging Lights Lamp Black Size 23  17  17cm Set of 4 Pendants Ceiling LampBlack,797,average products quality have to replace holder to use the regular led buld can be buy if one want just normal hanging,12-03-13,March,2013,3
LUMINA PLUS LED LIGHTING Metal E26E27 Pendant Ceiling Hanging Lights Lamp Black Size 23  17  17cm Set of 4 Pendants Ceiling LampBlack,797,nice,01-01-13,January,2013,4
LUMINA PLUS LED LIGHTING Metal E26E27 Pendant Ceiling Hanging Lights Lamp Black Size 23  17  17cm Set of 4 Pendants Ceiling LampBlack,797,very nice,05-01-14,January,2014,3
LUMINA PLUS LED LIGHTING Metal E26E27 Pendant Ceiling Hanging Lights Lamp Black Size 23  17  17cm Set of 4 Pendants Ceiling LampBlack,797,damaged,19-04-13,April,2013,1
LUMINA PLUS LED LIGHTING Metal E26E27 Pendant Ceiling Hanging Lights Lamp Black Size 23  17  17cm Set of 4 Pendants Ceiling LampBlack,797,very very poor quality dont buy,20-09-13,September,2013,1
LUMINA PLUS LED LIGHTING Metal E26E27 Pendant Ceiling Hanging Lights Lamp Black Size 23  17  17cm Set of 4 Pendants Ceiling LampBlack,797,attractive looking,04-01-13,January,2013,5
LUMINA PLUS LED LIGHTING Metal E26E27 Pendant Ceiling Hanging Lights Lamp Black Size 23  17  17cm Set of 4 Pendants Ceiling LampBlack,797,good,22-04-14,April,2014,4
LUMINA PLUS LED LIGHTING Metal E26E27 Pendant Ceiling Hanging Lights Lamp Black Size 23  17  17cm Set of 4 Pendants Ceiling LampBlack,797,best in price must buy,22-07-13,July,2013,5
LUMINA PLUS LED LIGHTING Metal E26E27 Pendant Ceiling Hanging Lights Lamp Black Size 23  17  17cm Set of 4 Pendants Ceiling LampBlack,797,good,03-05-14,May,2014,4
LUMINA PLUS LED LIGHTING Metal E26E27 Pendant Ceiling Hanging Lights Lamp Black Size 23  17  17cm Set of 4 Pendants Ceiling LampBlack,797,loved it,07-10-14,October,2014,5
LUMINA PLUS LED LIGHTING Metal E26E27 Pendant Ceiling Hanging Lights Lamp Black Size 23  17  17cm Set of 4 Pendants Ceiling LampBlack,797,we found what we expected on budget product try for your balcony and terrace it looks aussmmm,03-04-14,April,2014,5
LUMINA PLUS LED LIGHTING Metal E26E27 Pendant Ceiling Hanging Lights Lamp Black Size 23  17  17cm Set of 4 Pendants Ceiling LampBlack,797,product is good,18-03-14,March,2014,3
LUMINA PLUS LED LIGHTING Metal E26E27 Pendant Ceiling Hanging Lights Lamp Black Size 23  17  17cm Set of 4 Pendants Ceiling LampBlack,797,looking beautiful,19-01-14,January,2014,3
LUMINA PLUS LED LIGHTING Metal E26E27 Pendant Ceiling Hanging Lights Lamp Black Size 23  17  17cm Set of 4 Pendants Ceiling LampBlack,797,beautiful and very good as per price,15-02-14,February,2014,5
LUMINA PLUS LED LIGHTING Metal E26E27 Pendant Ceiling Hanging Lights Lamp Black Size 23  17  17cm Set of 4 Pendants Ceiling LampBlack,797,very good,13-07-12,July,2012,5
LUMINA PLUS LED LIGHTING Metal E26E27 Pendant Ceiling Hanging Lights Lamp Black Size 23  17  17cm Set of 4 Pendants Ceiling LampBlack,797,good in dis price,11-02-13,February,2013,5
LUMINA PLUS LED LIGHTING Metal E26E27 Pendant Ceiling Hanging Lights Lamp Black Size 23  17  17cm Set of 4 Pendants Ceiling LampBlack,797,not a good product dont but it,01-07-14,July,2014,1
LUMINA PLUS LED LIGHTING Metal E26E27 Pendant Ceiling Hanging Lights Lamp Black Size 23  17  17cm Set of 4 Pendants Ceiling LampBlack,797,nice product with reasonable price,26-03-14,March,2014,5
LUMINA PLUS LED LIGHTING Metal E26E27 Pendant Ceiling Hanging Lights Lamp Black Size 23  17  17cm Set of 4 Pendants Ceiling LampBlack,797,good product in this pricing,17-10-13,October,2013,4
LUMINA PLUS LED LIGHTING Metal E26E27 Pendant Ceiling Hanging Lights Lamp Black Size 23  17  17cm Set of 4 Pendants Ceiling LampBlack,797,looking very nice,27-10-13,October,2013,5
LUMINA PLUS LED LIGHTING Metal E26E27 Pendant Ceiling Hanging Lights Lamp Black Size 23  17  17cm Set of 4 Pendants Ceiling LampBlack,797,awesome,12-12-13,December,2013,5
LUMINA PLUS LED LIGHTING Metal E26E27 Pendant Ceiling Hanging Lights Lamp Black Size 23  17  17cm Set of 4 Pendants Ceiling LampBlack,797,quality is not firm its poor,01-08-14,August,2014,1
LUMINA PLUS LED LIGHTING Metal E26E27 Pendant Ceiling Hanging Lights Lamp Black Size 23  17  17cm Set of 4 Pendants Ceiling LampBlack,797,good product,22-01-13,January,2013,5
LUMINA PLUS LED LIGHTING Metal E26E27 Pendant Ceiling Hanging Lights Lamp Black Size 23  17  17cm Set of 4 Pendants Ceiling LampBlack,797,nice,22-06-14,June,2014,5
LUMINA PLUS LED LIGHTING Metal E26E27 Pendant Ceiling Hanging Lights Lamp Black Size 23  17  17cm Set of 4 Pendants Ceiling LampBlack,797,not good,03-02-13,February,2013,1
Hiru Party Light  50W RGB LED Brick Light Remote IP65 LED Flood Light Flood Light Outdoor LampMulticolor Blue Red Pink Yellow,230,very very good nice perfect product pls buy this product very very good value for money,04-09-14,September,2014,5
Hiru Party Light  50W RGB LED Brick Light Remote IP65 LED Flood Light Flood Light Outdoor LampMulticolor Blue Red Pink Yellow,230,very nice,28-03-13,March,2013,5
Hiru Party Light  50W RGB LED Brick Light Remote IP65 LED Flood Light Flood Light Outdoor LampMulticolor Blue Red Pink Yellow,230,more than half of the leds stopped glowing after  days of buyingonly blues leds are working,26-12-12,December,2012,1
Hiru Party Light  50W RGB LED Brick Light Remote IP65 LED Flood Light Flood Light Outdoor LampMulticolor Blue Red Pink Yellow,230,very good paisa vasool product lovely lighting,13-07-14,July,2014,5
Hiru Party Light  50W RGB LED Brick Light Remote IP65 LED Flood Light Flood Light Outdoor LampMulticolor Blue Red Pink Yellow,230,not good product,04-12-13,December,2013,1
Hiru Party Light  50W RGB LED Brick Light Remote IP65 LED Flood Light Flood Light Outdoor LampMulticolor Blue Red Pink Yellow,230,good prodekat,22-04-14,April,2014,5
Hiru Party Light  50W RGB LED Brick Light Remote IP65 LED Flood Light Flood Light Outdoor LampMulticolor Blue Red Pink Yellow,230,good product,24-07-12,July,2012,5
Hiru Party Light  50W RGB LED Brick Light Remote IP65 LED Flood Light Flood Light Outdoor LampMulticolor Blue Red Pink Yellow,230,working goodbut heating issue a problem for me,01-08-13,August,2013,4
Hiru Party Light  50W RGB LED Brick Light Remote IP65 LED Flood Light Flood Light Outdoor LampMulticolor Blue Red Pink Yellow,230,vary vary vary good productiitpaisa vasul product,24-07-13,July,2013,5
Hiru Party Light  50W RGB LED Brick Light Remote IP65 LED Flood Light Flood Light Outdoor LampMulticolor Blue Red Pink Yellow,230,exclusive,07-11-13,November,2013,5
Hiru Party Light  50W RGB LED Brick Light Remote IP65 LED Flood Light Flood Light Outdoor LampMulticolor Blue Red Pink Yellow,230,very nice product thank you flipkart,25-12-13,December,2013,5
Hiru Party Light  50W RGB LED Brick Light Remote IP65 LED Flood Light Flood Light Outdoor LampMulticolor Blue Red Pink Yellow,230,very bad worst experience it stopped working after a few days the quality were also very poor i suggest you to choose alternative of this i dont recommend to buy this product,09-12-13,December,2013,1
Hiru Party Light  50W RGB LED Brick Light Remote IP65 LED Flood Light Flood Light Outdoor LampMulticolor Blue Red Pink Yellow,230,best quality super,16-08-13,August,2013,5
Hiru Party Light  50W RGB LED Brick Light Remote IP65 LED Flood Light Flood Light Outdoor LampMulticolor Blue Red Pink Yellow,230,good product,19-06-14,June,2014,5
Hiru Party Light  50W RGB LED Brick Light Remote IP65 LED Flood Light Flood Light Outdoor LampMulticolor Blue Red Pink Yellow,230,remote controlling is hard,26-09-13,September,2013,2
Hiru Party Light  50W RGB LED Brick Light Remote IP65 LED Flood Light Flood Light Outdoor LampMulticolor Blue Red Pink Yellow,230,very very bad,15-10-13,October,2013,1
Hiru Party Light  50W RGB LED Brick Light Remote IP65 LED Flood Light Flood Light Outdoor LampMulticolor Blue Red Pink Yellow,230,body is low quality but light ok,18-12-13,December,2013,3
Hiru Party Light  50W RGB LED Brick Light Remote IP65 LED Flood Light Flood Light Outdoor LampMulticolor Blue Red Pink Yellow,230,excellent product,12-09-12,September,2012,4
Hiru Party Light  50W RGB LED Brick Light Remote IP65 LED Flood Light Flood Light Outdoor LampMulticolor Blue Red Pink Yellow,230,nice,21-01-13,January,2013,4
Hiru Party Light  50W RGB LED Brick Light Remote IP65 LED Flood Light Flood Light Outdoor LampMulticolor Blue Red Pink Yellow,230,very good product,18-06-13,June,2013,5
Hiru Party Light  50W RGB LED Brick Light Remote IP65 LED Flood Light Flood Light Outdoor LampMulticolor Blue Red Pink Yellow,230,good nice product,18-12-13,December,2013,5
Hiru Party Light  50W RGB LED Brick Light Remote IP65 LED Flood Light Flood Light Outdoor LampMulticolor Blue Red Pink Yellow,230,khub bhalo product nijer ghorer jonno i am so happy,30-01-13,January,2013,5
Hiru Party Light  50W RGB LED Brick Light Remote IP65 LED Flood Light Flood Light Outdoor LampMulticolor Blue Red Pink Yellow,230,good quality money value,02-10-13,October,2013,5
Hiru Party Light  50W RGB LED Brick Light Remote IP65 LED Flood Light Flood Light Outdoor LampMulticolor Blue Red Pink Yellow,230,very very good products,16-02-13,February,2013,5
Hiru Party Light  50W RGB LED Brick Light Remote IP65 LED Flood Light Flood Light Outdoor LampMulticolor Blue Red Pink Yellow,230,good quality best price,13-11-12,November,2012,5
Copper String LED light 10 MTR 100 LED USB Operated Decorative Lights 100 LEDs 10 m Yellow Rice LightsPack of 1,190,it look very nice,17-12-12,December,2012,5
Copper String LED light 10 MTR 100 LED USB Operated Decorative Lights 100 LEDs 10 m Yellow Rice LightsPack of 1,190,amazing,18-05-14,May,2014,5
Copper String LED light 10 MTR 100 LED USB Operated Decorative Lights 100 LEDs 10 m Yellow Rice LightsPack of 1,190,nice,09-07-13,July,2013,4
Copper String LED light 10 MTR 100 LED USB Operated Decorative Lights 100 LEDs 10 m Yellow Rice LightsPack of 1,190,awesome product,27-02-14,February,2014,5
Copper String LED light 10 MTR 100 LED USB Operated Decorative Lights 100 LEDs 10 m Yellow Rice LightsPack of 1,190,first time when i received the product it was not workingi got a replacement for this product today i got my replaced product and it is working fine i will update the review after using this product,21-05-13,May,2013,3
Copper String LED light 10 MTR 100 LED USB Operated Decorative Lights 100 LEDs 10 m Yellow Rice LightsPack of 1,190,the lights are super pretty i cant control my happiness,20-10-13,October,2013,5
Copper String LED light 10 MTR 100 LED USB Operated Decorative Lights 100 LEDs 10 m Yellow Rice LightsPack of 1,190,awesome product,14-03-13,March,2013,3
Copper String LED light 10 MTR 100 LED USB Operated Decorative Lights 100 LEDs 10 m Yellow Rice LightsPack of 1,190,super led light best in this price range,09-01-13,January,2013,4
Copper String LED light 10 MTR 100 LED USB Operated Decorative Lights 100 LEDs 10 m Yellow Rice LightsPack of 1,190,awesome,01-03-13,March,2013,5
Copper String LED light 10 MTR 100 LED USB Operated Decorative Lights 100 LEDs 10 m Yellow Rice LightsPack of 1,190,amazing,17-04-13,April,2013,5
Copper String LED light 10 MTR 100 LED USB Operated Decorative Lights 100 LEDs 10 m Yellow Rice LightsPack of 1,190,awesome,10-03-13,March,2013,5
Copper String LED light 10 MTR 100 LED USB Operated Decorative Lights 100 LEDs 10 m Yellow Rice LightsPack of 1,190,it is good one worth for cost,04-06-13,June,2013,5
Copper String LED light 10 MTR 100 LED USB Operated Decorative Lights 100 LEDs 10 m Yellow Rice LightsPack of 1,190,flexible almost invisible when off warm feel loved it,20-09-13,September,2013,5
Copper String LED light 10 MTR 100 LED USB Operated Decorative Lights 100 LEDs 10 m Yellow Rice LightsPack of 1,190,nice product,15-05-14,May,2014,4
Copper String LED light 10 MTR 100 LED USB Operated Decorative Lights 100 LEDs 10 m Yellow Rice LightsPack of 1,190,i am very interested,16-07-13,July,2013,5
Copper String LED light 10 MTR 100 LED USB Operated Decorative Lights 100 LEDs 10 m Yellow Rice LightsPack of 1,190,i like it very much thank you flipkart,12-07-12,July,2012,5
Copper String LED light 10 MTR 100 LED USB Operated Decorative Lights 100 LEDs 10 m Yellow Rice LightsPack of 1,190,very good,30-03-13,March,2013,5
Copper String LED light 10 MTR 100 LED USB Operated Decorative Lights 100 LEDs 10 m Yellow Rice LightsPack of 1,190,got defect product,05-10-14,October,2014,1
Copper String LED light 10 MTR 100 LED USB Operated Decorative Lights 100 LEDs 10 m Yellow Rice LightsPack of 1,190,awesomewith just  set you can decorate,15-08-13,August,2013,5
Sument USB Decoration Star Light Projector LightDisco LightCar Night Lamp Decorations With Bedroom Romantic Mood Atmosphere Fit Car Party and More Shower Laser LightBall Diameter 15 cm,155,not good itam,05-10-14,October,2014,1
Sument USB Decoration Star Light Projector LightDisco LightCar Night Lamp Decorations With Bedroom Romantic Mood Atmosphere Fit Car Party and More Shower Laser LightBall Diameter 15 cm,155,best product,31-01-14,January,2014,5
Sument USB Decoration Star Light Projector LightDisco LightCar Night Lamp Decorations With Bedroom Romantic Mood Atmosphere Fit Car Party and More Shower Laser LightBall Diameter 15 cm,155,do not buy,20-07-13,July,2013,1
Sument USB Decoration Star Light Projector LightDisco LightCar Night Lamp Decorations With Bedroom Romantic Mood Atmosphere Fit Car Party and More Shower Laser LightBall Diameter 15 cm,155,its a third class productafter a few minutes of turning it on the light becomes completely dim and an hour later it vanishes,26-11-13,November,2013,1
Sument USB Decoration Star Light Projector LightDisco LightCar Night Lamp Decorations With Bedroom Romantic Mood Atmosphere Fit Car Party and More Shower Laser LightBall Diameter 15 cm,155,looking good,14-01-13,January,2013,5
Sument USB Decoration Star Light Projector LightDisco LightCar Night Lamp Decorations With Bedroom Romantic Mood Atmosphere Fit Car Party and More Shower Laser LightBall Diameter 15 cm,155,dont buy this product only  mint work,29-01-14,January,2014,1
Sument USB Decoration Star Light Projector LightDisco LightCar Night Lamp Decorations With Bedroom Romantic Mood Atmosphere Fit Car Party and More Shower Laser LightBall Diameter 15 cm,155,very bad,12-11-12,November,2012,1
Sument USB Decoration Star Light Projector LightDisco LightCar Night Lamp Decorations With Bedroom Romantic Mood Atmosphere Fit Car Party and More Shower Laser LightBall Diameter 15 cm,155,nice working good,27-02-14,February,2014,4
